PlotID	SampleID	TubeID	BarcodeID	PrimerPairID	Vol	Conc	Quantity	ProjectID	Investigator	PlatePosition	SpeciesID	HarvestYear
3H	H6bz	H2	Echo208	16S	15	23.99	NA	Zanne-16S/Zanne-16S	Zanne	H2	COFL	3
3H	I6tz	A3	Echo209	ITS-1_4	15	5.55	NA	Zanne-ITS/Zanne-ITS	Zanne	A3	DIVI	3
3H	I6tz	A3	Echo209	LSU	15	27.69	NA	Zanne-LSU/Zanne-LSU	Zanne	A3	DIVI	3
3H	I6tz	A3	Echo209	16S	15	41.64	NA	Zanne-16S/Zanne-16S	Zanne	A3	DIVI	3
3H	I6bz	B3	Echo210	ITS-1_4	15	10.19	NA	Zanne-ITS/Zanne-ITS	Zanne	B3	DIVI	3
3H	I6bz	B3	Echo210	LSU	15	35.68	NA	Zanne-LSU/Zanne-LSU	Zanne	B3	DIVI	3
3H	I6bz	B3	Echo210	16S	15	46.21	NA	Zanne-16S/Zanne-16S	Zanne	B3	DIVI	3
3H	J6tz	C3	Echo211	ITS-1_4	15	2.39	NA	Zanne-ITS/Zanne-ITS	Zanne	C3	FRAM	3
3H	J6tz	C3	Echo211	LSU	15	4.13	NA	Zanne-LSU/Zanne-LSU	Zanne	C3	FRAM	3
3H	J6tz	C3	Echo211	16S	15	51.72	NA	Zanne-16S/Zanne-16S	Zanne	C3	FRAM	3
3H	J6bz	D3	Echo212	ITS-1_4	15	6.52	NA	Zanne-ITS/Zanne-ITS	Zanne	D3	FRAM	3
3H	J6bz	D3	Echo212	LSU	15	32.15	NA	Zanne-LSU/Zanne-LSU	Zanne	D3	FRAM	3
3H	J6bz	D3	Echo212	16S	15	34.47	NA	Zanne-16S/Zanne-16S	Zanne	D3	FRAM	3
3H	K6tz	E3	Echo213	ITS-1_4	15	13.43	NA	Zanne-ITS/Zanne-ITS	Zanne	E3	GLTR	3
3H	K6tz	E3	Echo213	LSU	15	35.72	NA	Zanne-LSU/Zanne-LSU	Zanne	E3	GLTR	3
3H	K6tz	E3	Echo213	16S	15	48.8	NA	Zanne-16S/Zanne-16S	Zanne	E3	GLTR	3
3H	K6bz	F3	Echo214	ITS-1_4	15	10.19	NA	Zanne-ITS/Zanne-ITS	Zanne	F3	GLTR	3
3H	K6bz	F3	Echo214	LSU	15	38.78	NA	Zanne-LSU/Zanne-LSU	Zanne	F3	GLTR	3
3H	K6bz	F3	Echo214	16S	15	47.58	NA	Zanne-16S/Zanne-16S	Zanne	F3	GLTR	3
3H	L6tz	G3	Echo215	ITS-1_4	15	1.69	NA	Zanne-ITS/Zanne-ITS	Zanne	G3	JUNI	1
3H	L6tz	G3	Echo215	LSU	15	2.58	NA	Zanne-LSU/Zanne-LSU	Zanne	G3	JUNI	1
3H	L6tz	G3	Echo215	16S	15	2.36	NA	Zanne-16S/Zanne-16S	Zanne	G3	JUNI	1
3H	L6bz	H3	Echo216	ITS-1_4	15	1.74	NA	Zanne-ITS/Zanne-ITS	Zanne	H3	JUNI	1
3H	L6bz	H3	Echo216	LSU	15	3.03	NA	Zanne-LSU/Zanne-LSU	Zanne	H3	JUNI	1
3H	L6bz	H3	Echo216	16S	15	2.94	NA	Zanne-16S/Zanne-16S	Zanne	H3	JUNI	1
3H	M6tz	A4	Echo217	ITS-1_4	15	2.74	NA	Zanne-ITS/Zanne-ITS	Zanne	A4	JUVI	3
3H	M6tz	A4	Echo217	LSU	15	4.5	NA	Zanne-LSU/Zanne-LSU	Zanne	A4	JUVI	3
3H	M6tz	A4	Echo217	16S	15	22.73	NA	Zanne-16S/Zanne-16S	Zanne	A4	JUVI	3
3H	M6bz	B4	Echo218	ITS-1_4	15	5.89	NA	Zanne-ITS/Zanne-ITS	Zanne	B4	JUVI	3
3H	M6bz	B4	Echo218	LSU	15	29.41	NA	Zanne-LSU/Zanne-LSU	Zanne	B4	JUVI	3
3H	M6bz	B4	Echo218	16S	15	38.56	NA	Zanne-16S/Zanne-16S	Zanne	B4	JUVI	3
3H	N6tz	C4	Echo219	ITS-1_4	15	2.73	NA	Zanne-ITS/Zanne-ITS	Zanne	C4	JUVI2	1
3H	N6tz	C4	Echo219	LSU	15	6.03	NA	Zanne-LSU/Zanne-LSU	Zanne	C4	JUVI2	1
3H	N6tz	C4	Echo219	16S	15	12.33	NA	Zanne-16S/Zanne-16S	Zanne	C4	JUVI2	1
3H	N6bz	D4	Echo220	ITS-1_4	15	3.69	NA	Zanne-ITS/Zanne-ITS	Zanne	D4	JUVI2	1
3H	N6bz	D4	Echo220	LSU	15	16.03	NA	Zanne-LSU/Zanne-LSU	Zanne	D4	JUVI2	1
3H	N6bz	D4	Echo220	16S	15	24.6	NA	Zanne-16S/Zanne-16S	Zanne	D4	JUVI2	1
3H	O6tz	E4	Echo221	ITS-1_4	15	9.67	NA	Zanne-ITS/Zanne-ITS	Zanne	E4	LOMA	1
3H	O6tz	E4	Echo221	LSU	15	30.79	NA	Zanne-LSU/Zanne-LSU	Zanne	E4	LOMA	1
3H	O6tz	E4	Echo221	16S	15	33.14	NA	Zanne-16S/Zanne-16S	Zanne	E4	LOMA	1
3H	O6bz	F4	Echo222	ITS-1_4	15	6.66	NA	Zanne-ITS/Zanne-ITS	Zanne	F4	LOMA	1
3H	O6bz	F4	Echo222	LSU	15	19.33	NA	Zanne-LSU/Zanne-LSU	Zanne	F4	LOMA	1
3H	O6bz	F4	Echo222	16S	15	33.32	NA	Zanne-16S/Zanne-16S	Zanne	F4	LOMA	1
3H	P6tz	G4	Echo223	ITS-1_4	15	5.98	NA	Zanne-ITS/Zanne-ITS	Zanne	G4	PIEC	1
3H	P6tz	G4	Echo223	LSU	15	26.79	NA	Zanne-LSU/Zanne-LSU	Zanne	G4	PIEC	1
3H	P6tz	G4	Echo223	16S	15	36.46	NA	Zanne-16S/Zanne-16S	Zanne	G4	PIEC	1
3H	P6bz	H4	Echo224	ITS-1_4	15	2.61	NA	Zanne-ITS/Zanne-ITS	Zanne	H4	PIEC	1
3H	P6bz	H4	Echo224	LSU	15	25.93	NA	Zanne-LSU/Zanne-LSU	Zanne	H4	PIEC	1
3H	P6bz	H4	Echo224	16S	15	20.69	NA	Zanne-16S/Zanne-16S	Zanne	H4	PIEC	1
3H	Q6tz	A5	Echo225	ITS-1_4	15	3.09	NA	Zanne-ITS/Zanne-ITS	Zanne	A5	PIST	3
3H	Q6tz	A5	Echo225	LSU	15	3.16	NA	Zanne-LSU/Zanne-LSU	Zanne	A5	PIST	3
3H	Q6tz	A5	Echo225	16S	15	11.78	NA	Zanne-16S/Zanne-16S	Zanne	A5	PIST	3
3H	Q6bz	B5	Echo226	ITS-1_4	15	4.3	NA	Zanne-ITS/Zanne-ITS	Zanne	B5	PIST	3
3H	Q6bz	B5	Echo226	LSU	15	27.99	NA	Zanne-LSU/Zanne-LSU	Zanne	B5	PIST	3
3H	Q6bz	B5	Echo226	16S	15	29.1	NA	Zanne-16S/Zanne-16S	Zanne	B5	PIST	3
3H	R6tz	C5	Echo227	ITS-1_4	15	6.25	NA	Zanne-ITS/Zanne-ITS	Zanne	C5	PLOC	3
3H	R6tz	C5	Echo227	LSU	15	16.81	NA	Zanne-LSU/Zanne-LSU	Zanne	C5	PLOC	3
3H	R6tz	C5	Echo227	16S	15	37.41	NA	Zanne-16S/Zanne-16S	Zanne	C5	PLOC	3
3H	R6bz	D5	Echo228	ITS-1_4	15	5.65	NA	Zanne-ITS/Zanne-ITS	Zanne	D5	PLOC	3
3H	R6bz	D5	Echo228	LSU	15	15.18	NA	Zanne-LSU/Zanne-LSU	Zanne	D5	PLOC	3
3H	R6bz	D5	Echo228	16S	15	38.96	NA	Zanne-16S/Zanne-16S	Zanne	D5	PLOC	3
3H	S6tz	E5	Echo229	ITS-1_4	15	14.38	NA	Zanne-ITS/Zanne-ITS	Zanne	E5	PRSE/PRVI	3
3H	S6tz	E5	Echo229	LSU	15	17.51	NA	Zanne-LSU/Zanne-LSU	Zanne	E5	PRSE/PRVI	3
3H	S6tz	E5	Echo229	16S	15	37.82	NA	Zanne-16S/Zanne-16S	Zanne	E5	PRSE/PRVI	3
3H	S6bz	F5	Echo230	ITS-1_4	15	5.59	NA	Zanne-ITS/Zanne-ITS	Zanne	F5	PRSE/PRVI	3
3H	S6bz	F5	Echo230	LSU	15	7.87	NA	Zanne-LSU/Zanne-LSU	Zanne	F5	PRSE/PRVI	3
3H	S6bz	F5	Echo230	16S	15	38.13	NA	Zanne-16S/Zanne-16S	Zanne	F5	PRSE/PRVI	3
3H	T6tz	G5	Echo231	ITS-1_4	15	6.06	NA	Zanne-ITS/Zanne-ITS	Zanne	G5	QUAL	1
3H	T6tz	G5	Echo231	LSU	15	7.4	NA	Zanne-LSU/Zanne-LSU	Zanne	G5	QUAL	1
3H	T6tz	G5	Echo231	16S	15	31.47	NA	Zanne-16S/Zanne-16S	Zanne	G5	QUAL	1
3H	T6bz	H5	Echo232	ITS-1_4	15	2.31	NA	Zanne-ITS/Zanne-ITS	Zanne	H5	QUAL	1
3H	T6bz	H5	Echo232	LSU	15	2.82	NA	Zanne-LSU/Zanne-LSU	Zanne	H5	QUAL	1
3H	T6bz	H5	Echo232	16S	15	4.2	NA	Zanne-16S/Zanne-16S	Zanne	H5	QUAL	1
3H	U6tz	A6	Echo233	ITS-1_4	15	4.48	NA	Zanne-ITS/Zanne-ITS	Zanne	A6	QUVE	3
3H	U6tz	A6	Echo233	LSU	15	4.87	NA	Zanne-LSU/Zanne-LSU	Zanne	A6	QUVE	3
3H	U6tz	A6	Echo233	16S	15	2.99	NA	Zanne-16S/Zanne-16S	Zanne	A6	QUVE	3
3H	U6bz	B6	Echo234	ITS-1_4	15	4.4	NA	Zanne-ITS/Zanne-ITS	Zanne	B6	QUVE	3
3H	U6bz	B6	Echo234	LSU	15	30.48	NA	Zanne-LSU/Zanne-LSU	Zanne	B6	QUVE	3
3H	U6bz	B6	Echo234	16S	15	28.1	NA	Zanne-16S/Zanne-16S	Zanne	B6	QUVE	3
3H	V6tz	C6	Echo235	ITS-1_4	15	15.48	NA	Zanne-ITS/Zanne-ITS	Zanne	C6	QUVE2	1
3H	V6tz	C6	Echo235	LSU	15	34.32	NA	Zanne-LSU/Zanne-LSU	Zanne	C6	QUVE2	1
3H	V6tz	C6	Echo235	16S	15	43.13	NA	Zanne-16S/Zanne-16S	Zanne	C6	QUVE2	1
3H	V6bz	D6	Echo236	ITS-1_4	15	23.97	NA	Zanne-ITS/Zanne-ITS	Zanne	D6	QUVE2	1
3H	V6bz	D6	Echo236	LSU	15	29.26	NA	Zanne-LSU/Zanne-LSU	Zanne	D6	QUVE2	1
3H	V6bz	D6	Echo236	16S	15	42.32	NA	Zanne-16S/Zanne-16S	Zanne	D6	QUVE2	1
3H	W6tz	E6	Echo237	ITS-1_4	15	30.04	NA	Zanne-ITS/Zanne-ITS	Zanne	E6	ULRU	3
3H	W6tz	E6	Echo237	LSU	15	23.1	NA	Zanne-LSU/Zanne-LSU	Zanne	E6	ULRU	3
3H	W6tz	E6	Echo237	16S	15	32.83	NA	Zanne-16S/Zanne-16S	Zanne	E6	ULRU	3
3H	W6bz	F6	Echo238	ITS-1_4	15	4.92	NA	Zanne-ITS/Zanne-ITS	Zanne	F6	ULRU	3
3H	W6bz	F6	Echo238	LSU	15	10.77	NA	Zanne-LSU/Zanne-LSU	Zanne	F6	ULRU	3
3H	W6bz	F6	Echo238	16S	15	4.37	NA	Zanne-16S/Zanne-16S	Zanne	F6	ULRU	3
3H	X6tz	G6	Echo239	ITS-1_4	15	19.97	NA	Zanne-ITS/Zanne-ITS	Zanne	G6	VIVU	3
3H	X6tz	G6	Echo239	LSU	15	36.5	NA	Zanne-LSU/Zanne-LSU	Zanne	G6	VIVU	3
3H	X6tz	G6	Echo239	16S	15	11.16	NA	Zanne-16S/Zanne-16S	Zanne	G6	VIVU	3
3H	X6bz	H6	Echo240	ITS-1_4	15	2.57	NA	Zanne-ITS/Zanne-ITS	Zanne	H6	VIVU	3
3H	X6bz	H6	Echo240	LSU	15	10.62	NA	Zanne-LSU/Zanne-LSU	Zanne	H6	VIVU	3
3H	X6bz	H6	Echo240	16S	15	3.8	NA	Zanne-16S/Zanne-16S	Zanne	H6	VIVU	3
4H	A8tz	A1	Foxtrot241	ITS-1_4	15	9.67	NA	Zanne-ITS/Zanne-ITS	Zanne	A7	ACRU	3
4H	A8tz	A1	Foxtrot241	LSU	15	37.71	NA	Zanne-LSU/Zanne-LSU	Zanne	A7	ACRU	3
4H	A8tz	A1	Foxtrot241	16S	15	29.83	NA	Zanne-16S/Zanne-16S	Zanne	A7	ACRU	3
4H	A8bz	B1	Foxtrot242	ITS-1_4	15	10.49	NA	Zanne-ITS/Zanne-ITS	Zanne	B7	ACRU	3
4H	A8bz	B1	Foxtrot242	LSU	15	40.49	NA	Zanne-LSU/Zanne-LSU	Zanne	B7	ACRU	3
4H	A8bz	B1	Foxtrot242	16S	15	29.22	NA	Zanne-16S/Zanne-16S	Zanne	B7	ACRU	3
4H	B8tz	C1	Foxtrot243	ITS-1_4	15	3.83	NA	Zanne-ITS/Zanne-ITS	Zanne	C7	AEGL	3
4H	B8tz	C1	Foxtrot243	LSU	15	20.41	NA	Zanne-LSU/Zanne-LSU	Zanne	C7	AEGL	3
4H	B8tz	C1	Foxtrot243	16S	15	30.24	NA	Zanne-16S/Zanne-16S	Zanne	C7	AEGL	3
4H	B8bz	D1	Foxtrot244	ITS-1_4	15	2.32	NA	Zanne-ITS/Zanne-ITS	Zanne	D7	AEGL	3
4H	B8bz	D1	Foxtrot244	LSU	15	12.73	NA	Zanne-LSU/Zanne-LSU	Zanne	D7	AEGL	3
4H	B8bz	D1	Foxtrot244	16S	15	1.76	NA	Zanne-16S/Zanne-16S	Zanne	D7	AEGL	3
4H	C8tz	E1	Foxtrot245	ITS-1_4	15	14.54	NA	Zanne-ITS/Zanne-ITS	Zanne	E7	AMAR	3
4H	C8tz	E1	Foxtrot245	LSU	15	37.83	NA	Zanne-LSU/Zanne-LSU	Zanne	E7	AMAR	3
4H	C8tz	E1	Foxtrot245	16S	15	4.41	NA	Zanne-16S/Zanne-16S	Zanne	E7	AMAR	3
4H	C8bz	F1	Foxtrot246	ITS-1_4	15	6.29	NA	Zanne-ITS/Zanne-ITS	Zanne	F7	AMAR	3
4H	C8bz	F1	Foxtrot246	LSU	15	2.87	NA	Zanne-LSU/Zanne-LSU	Zanne	F7	AMAR	3
4H	C8bz	F1	Foxtrot246	16S	15	1.9	NA	Zanne-16S/Zanne-16S	Zanne	F7	AMAR	3
4H	D8tz	G1	Foxtrot247	ITS-1_4	15	10.28	NA	Zanne-ITS/Zanne-ITS	Zanne	G7	ASTR	3
4H	D8tz	G1	Foxtrot247	LSU	15	38.88	NA	Zanne-LSU/Zanne-LSU	Zanne	G7	ASTR	3
4H	D8tz	G1	Foxtrot247	16S	15	32.74	NA	Zanne-16S/Zanne-16S	Zanne	G7	ASTR	3
4H	D8bz	H1	Foxtrot248	ITS-1_4	15	3.51	NA	Zanne-ITS/Zanne-ITS	Zanne	H7	ASTR	3
4H	D8bz	H1	Foxtrot248	LSU	15	30.35	NA	Zanne-LSU/Zanne-LSU	Zanne	H7	ASTR	3
4H	D8bz	H1	Foxtrot248	16S	15	35.3	NA	Zanne-16S/Zanne-16S	Zanne	H7	ASTR	3
4H	E8tz	A2	Foxtrot249	ITS-1_4	15	12.03	NA	Zanne-ITS/Zanne-ITS	Zanne	A8	CATO	3
4H	E8tz	A2	Foxtrot249	LSU	15	39.82	NA	Zanne-LSU/Zanne-LSU	Zanne	A8	CATO	3
4H	E8tz	A2	Foxtrot249	16S	15	34.44	NA	Zanne-16S/Zanne-16S	Zanne	A8	CATO	3
4H	E8bz	B2	Foxtrot250	ITS-1_4	15	15.25	NA	Zanne-ITS/Zanne-ITS	Zanne	B8	CATO	3
4H	E8bz	B2	Foxtrot250	LSU	15	48.69	NA	Zanne-LSU/Zanne-LSU	Zanne	B8	CATO	3
4H	E8bz	B2	Foxtrot250	16S	15	39.44	NA	Zanne-16S/Zanne-16S	Zanne	B8	CATO	3
4H	F8tz	C2	Foxtrot251	ITS-1_4	15	24.56	NA	Zanne-ITS/Zanne-ITS	Zanne	C8	CEOC	3
4H	F8tz	C2	Foxtrot251	LSU	15	45.34	NA	Zanne-LSU/Zanne-LSU	Zanne	C8	CEOC	3
4H	F8tz	C2	Foxtrot251	16S	15	37.52	NA	Zanne-16S/Zanne-16S	Zanne	C8	CEOC	3
4H	F8bz	D2	Foxtrot252	ITS-1_4	15	22.28	NA	Zanne-ITS/Zanne-ITS	Zanne	D8	CEOC	3
4H	F8bz	D2	Foxtrot252	LSU	15	40.55	NA	Zanne-LSU/Zanne-LSU	Zanne	D8	CEOC	3
4H	F8bz	D2	Foxtrot252	16S	15	34.32	NA	Zanne-16S/Zanne-16S	Zanne	D8	CEOC	3
4H	G8tz	E2	Foxtrot253	ITS-1_4	15	11.1	NA	Zanne-ITS/Zanne-ITS	Zanne	E8	CEOC2	1
4H	G8tz	E2	Foxtrot253	LSU	15	32.2	NA	Zanne-LSU/Zanne-LSU	Zanne	E8	CEOC2	1
4H	G8tz	E2	Foxtrot253	16S	15	35.95	NA	Zanne-16S/Zanne-16S	Zanne	E8	CEOC2	1
4H	G8bz	F2	Foxtrot254	ITS-1_4	15	23.79	NA	Zanne-ITS/Zanne-ITS	Zanne	F8	CEOC2	1
4H	G8bz	F2	Foxtrot254	LSU	15	31.96	NA	Zanne-LSU/Zanne-LSU	Zanne	F8	CEOC2	1
4H	G8bz	F2	Foxtrot254	16S	15	37.9	NA	Zanne-16S/Zanne-16S	Zanne	F8	CEOC2	1
4H	H8tz	G2	Foxtrot255	ITS-1_4	15	14.42	NA	Zanne-ITS/Zanne-ITS	Zanne	G8	COFL	3
4H	H8tz	G2	Foxtrot255	LSU	15	39.64	NA	Zanne-LSU/Zanne-LSU	Zanne	G8	COFL	3
4H	H8tz	G2	Foxtrot255	16S	15	41.19	NA	Zanne-16S/Zanne-16S	Zanne	G8	COFL	3
4H	H8bz	H2	Foxtrot256	ITS-1_4	15	15.38	NA	Zanne-ITS/Zanne-ITS	Zanne	H8	COFL	3
4H	H8bz	H2	Foxtrot256	LSU	15	40.06	NA	Zanne-LSU/Zanne-LSU	Zanne	H8	COFL	3
4H	H8bz	H2	Foxtrot256	16S	15	29.92	NA	Zanne-16S/Zanne-16S	Zanne	H8	COFL	3
4H	I8tz	A3	Foxtrot257	ITS-1_4	15	27.16	NA	Zanne-ITS/Zanne-ITS	Zanne	A9	DIVI	3
4H	I8tz	A3	Foxtrot257	LSU	15	45.91	NA	Zanne-LSU/Zanne-LSU	Zanne	A9	DIVI	3
4H	I8tz	A3	Foxtrot257	16S	15	41.87	NA	Zanne-16S/Zanne-16S	Zanne	A9	DIVI	3
4H	I8bz	B3	Foxtrot258	ITS-1_4	15	6.43	NA	Zanne-ITS/Zanne-ITS	Zanne	B9	DIVI	3
4H	I8bz	B3	Foxtrot258	LSU	15	44.25	NA	Zanne-LSU/Zanne-LSU	Zanne	B9	DIVI	3
4H	I8bz	B3	Foxtrot258	16S	15	39.23	NA	Zanne-16S/Zanne-16S	Zanne	B9	DIVI	3
4H	J8tz	C3	Foxtrot259	ITS-1_4	15	3.29	NA	Zanne-ITS/Zanne-ITS	Zanne	C9	FRAM	3
4H	J8tz	C3	Foxtrot259	LSU	15	17.46	NA	Zanne-LSU/Zanne-LSU	Zanne	C9	FRAM	3
4H	J8tz	C3	Foxtrot259	16S	15	42.99	NA	Zanne-16S/Zanne-16S	Zanne	C9	FRAM	3
4H	J8bz	D3	Foxtrot260	ITS-1_4	15	2.71	NA	Zanne-ITS/Zanne-ITS	Zanne	D9	FRAM	3
4H	J8bz	D3	Foxtrot260	LSU	15	5.14	NA	Zanne-LSU/Zanne-LSU	Zanne	D9	FRAM	3
4H	J8bz	D3	Foxtrot260	16S	15	42.31	NA	Zanne-16S/Zanne-16S	Zanne	D9	FRAM	3
4H	K8tz	E3	Foxtrot261	ITS-1_4	15	25.72	NA	Zanne-ITS/Zanne-ITS	Zanne	E9	GLTR	3
4H	K8tz	E3	Foxtrot261	LSU	15	38.69	NA	Zanne-LSU/Zanne-LSU	Zanne	E9	GLTR	3
4H	K8tz	E3	Foxtrot261	16S	15	35.53	NA	Zanne-16S/Zanne-16S	Zanne	E9	GLTR	3
4H	K8bz	F3	Foxtrot262	ITS-1_4	15	15.97	NA	Zanne-ITS/Zanne-ITS	Zanne	F9	GLTR	3
4H	K8bz	F3	Foxtrot262	LSU	15	35.1	NA	Zanne-LSU/Zanne-LSU	Zanne	F9	GLTR	3
4H	K8bz	F3	Foxtrot262	16S	15	41.52	NA	Zanne-16S/Zanne-16S	Zanne	F9	GLTR	3
4H	L8tz	G3	Foxtrot263	ITS-1_4	15	3.22	NA	Zanne-ITS/Zanne-ITS	Zanne	G9	JUNI	1
4H	L8tz	G3	Foxtrot263	LSU	15	3.58	NA	Zanne-LSU/Zanne-LSU	Zanne	G9	JUNI	1
4H	L8tz	G3	Foxtrot263	16S	15	2.91	NA	Zanne-16S/Zanne-16S	Zanne	G9	JUNI	1
4H	L8bz	H3	Foxtrot264	ITS-1_4	15	3.16	NA	Zanne-ITS/Zanne-ITS	Zanne	H9	JUNI	1
4H	L8bz	H3	Foxtrot264	LSU	15	2.54	NA	Zanne-LSU/Zanne-LSU	Zanne	H9	JUNI	1
4H	L8bz	H3	Foxtrot264	16S	15	2.28	NA	Zanne-16S/Zanne-16S	Zanne	H9	JUNI	1
4H	M8tz	A4	Foxtrot265	ITS-1_4	15	2.49	NA	Zanne-ITS/Zanne-ITS	Zanne	A10	JUVI	3
4H	M8tz	A4	Foxtrot265	LSU	15	20.92	NA	Zanne-LSU/Zanne-LSU	Zanne	A10	JUVI	3
4H	M8tz	A4	Foxtrot265	16S	15	36.17	NA	Zanne-16S/Zanne-16S	Zanne	A10	JUVI	3
4H	M8bz	B4	Foxtrot266	ITS-1_4	15	2.72	NA	Zanne-ITS/Zanne-ITS	Zanne	B10	JUVI	3
4H	M8bz	B4	Foxtrot266	LSU	15	8.74	NA	Zanne-LSU/Zanne-LSU	Zanne	B10	JUVI	3
4H	M8bz	B4	Foxtrot266	16S	15	6.96	NA	Zanne-16S/Zanne-16S	Zanne	B10	JUVI	3
4H	N8tz	C4	Foxtrot267	ITS-1_4	15	3.59	NA	Zanne-ITS/Zanne-ITS	Zanne	C10	JUVI2	1
4H	N8tz	C4	Foxtrot267	LSU	15	11.99	NA	Zanne-LSU/Zanne-LSU	Zanne	C10	JUVI2	1
4H	N8tz	C4	Foxtrot267	16S	15	36.27	NA	Zanne-16S/Zanne-16S	Zanne	C10	JUVI2	1
4H	N8bz	D4	Foxtrot268	ITS-1_4	15	3.4	NA	Zanne-ITS/Zanne-ITS	Zanne	D10	JUVI2	1
4H	N8bz	D4	Foxtrot268	LSU	15	7.18	NA	Zanne-LSU/Zanne-LSU	Zanne	D10	JUVI2	1
4H	N8bz	D4	Foxtrot268	16S	15	34.81	NA	Zanne-16S/Zanne-16S	Zanne	D10	JUVI2	1
4H	O8tz	E4	Foxtrot269	ITS-1_4	15	10.9	NA	Zanne-ITS/Zanne-ITS	Zanne	E10	LOMA	1
4H	O8tz	E4	Foxtrot269	LSU	15	28.53	NA	Zanne-LSU/Zanne-LSU	Zanne	E10	LOMA	1
4H	O8tz	E4	Foxtrot269	16S	15	33.2	NA	Zanne-16S/Zanne-16S	Zanne	E10	LOMA	1
4H	O8bz	F4	Foxtrot270	ITS-1_4	15	25.5	NA	Zanne-ITS/Zanne-ITS	Zanne	F10	LOMA	1
4H	O8bz	F4	Foxtrot270	LSU	15	40.14	NA	Zanne-LSU/Zanne-LSU	Zanne	F10	LOMA	1
4H	O8bz	F4	Foxtrot270	16S	15	15.91	NA	Zanne-16S/Zanne-16S	Zanne	F10	LOMA	1
4H	P8tz	G4	Foxtrot271	ITS-1_4	15	3.92	NA	Zanne-ITS/Zanne-ITS	Zanne	G10	PIEC	1
4H	P8tz	G4	Foxtrot271	LSU	15	14.47	NA	Zanne-LSU/Zanne-LSU	Zanne	G10	PIEC	1
4H	P8tz	G4	Foxtrot271	16S	15	34.98	NA	Zanne-16S/Zanne-16S	Zanne	G10	PIEC	1
4H	P8bz	H4	Foxtrot272	ITS-1_4	15	2.45	NA	Zanne-ITS/Zanne-ITS	Zanne	H10	PIEC	1
4H	P8bz	H4	Foxtrot272	LSU	15	12.77	NA	Zanne-LSU/Zanne-LSU	Zanne	H10	PIEC	1
4H	P8bz	H4	Foxtrot272	16S	15	32.38	NA	Zanne-16S/Zanne-16S	Zanne	H10	PIEC	1
4H	Q8tz	A5	Foxtrot273	ITS-1_4	15	2.87	NA	Zanne-ITS/Zanne-ITS	Zanne	A11	PIST	3
4H	Q8tz	A5	Foxtrot273	LSU	15	2.91	NA	Zanne-LSU/Zanne-LSU	Zanne	A11	PIST	3
4H	Q8tz	A5	Foxtrot273	16S	15	17.23	NA	Zanne-16S/Zanne-16S	Zanne	A11	PIST	3
4H	Q8bz	B5	Foxtrot274	ITS-1_4	15	3.87	NA	Zanne-ITS/Zanne-ITS	Zanne	B11	PIST	3
4H	Q8bz	B5	Foxtrot274	LSU	15	18.75	NA	Zanne-LSU/Zanne-LSU	Zanne	B11	PIST	3
4H	Q8bz	B5	Foxtrot274	16S	15	35.83	NA	Zanne-16S/Zanne-16S	Zanne	B11	PIST	3
4H	R8tz	C5	Foxtrot275	ITS-1_4	15	25.33	NA	Zanne-ITS/Zanne-ITS	Zanne	C11	PLOC	3
4H	R8tz	C5	Foxtrot275	LSU	15	35.56	NA	Zanne-LSU/Zanne-LSU	Zanne	C11	PLOC	3
4H	R8tz	C5	Foxtrot275	16S	15	31.47	NA	Zanne-16S/Zanne-16S	Zanne	C11	PLOC	3
4H	R8bz	D5	Foxtrot276	ITS-1_4	15	3.7	NA	Zanne-ITS/Zanne-ITS	Zanne	D11	PLOC	3
4H	R8bz	D5	Foxtrot276	LSU	15	5.03	NA	Zanne-LSU/Zanne-LSU	Zanne	D11	PLOC	3
4H	R8bz	D5	Foxtrot276	16S	15	29.73	NA	Zanne-16S/Zanne-16S	Zanne	D11	PLOC	3
4H	S8tz	E5	Foxtrot277	ITS-1_4	15	5.98	NA	Zanne-ITS/Zanne-ITS	Zanne	E11	PRSE/PRVI	3
4H	S8tz	E5	Foxtrot277	LSU	15	9.59	NA	Zanne-LSU/Zanne-LSU	Zanne	E11	PRSE/PRVI	3
4H	S8tz	E5	Foxtrot277	16S	15	32.95	NA	Zanne-16S/Zanne-16S	Zanne	E11	PRSE/PRVI	3
4H	S8bz	F5	Foxtrot278	ITS-1_4	15	2.81	NA	Zanne-ITS/Zanne-ITS	Zanne	F11	PRSE/PRVI	3
4H	S8bz	F5	Foxtrot278	LSU	15	4.5	NA	Zanne-LSU/Zanne-LSU	Zanne	F11	PRSE/PRVI	3
4H	S8bz	F5	Foxtrot278	16S	15	29.88	NA	Zanne-16S/Zanne-16S	Zanne	F11	PRSE/PRVI	3
4H	T8tz	G5	Foxtrot279	ITS-1_4	15	6.95	NA	Zanne-ITS/Zanne-ITS	Zanne	G11	QUAL	1
4H	T8tz	G5	Foxtrot279	LSU	15	25.97	NA	Zanne-LSU/Zanne-LSU	Zanne	G11	QUAL	1
4H	T8tz	G5	Foxtrot279	16S	15	30.11	NA	Zanne-16S/Zanne-16S	Zanne	G11	QUAL	1
4H	T8bz	H5	Foxtrot280	ITS-1_4	15	2.54	NA	Zanne-ITS/Zanne-ITS	Zanne	H11	QUAL	1
4H	T8bz	H5	Foxtrot280	LSU	15	2.77	NA	Zanne-LSU/Zanne-LSU	Zanne	H11	QUAL	1
